id	wikidata_id	entity_types	source	targets	source_locale	target_locale
Q1648509_1	Q1648509	['Fictional entity', 'Person']	How does Marya Bolkonskaya contribute to the storyline?	[{'translation': 'Wie trägt Marja Bolkonskaja zur Handlung bei?', 'mention': 'Marja Bolkonskaja'}]	en	de
Q1648509_2	Q1648509	['Fictional entity', 'Person']	What are some key personality traits of Marya Bolkonskaya?	[{'translation': 'Was sind einige der wichtigsten Persönlichkeitsmerkmale von Marja Bolkonskaja?', 'mention': 'Marja Bolkonskaja'}]	en	de
Q172077_0	Q172077	['Place of worship']	What is the significance of the Dome of the Rock?	[{'translation': 'Was ist die Bedeutung des Felsendom?', 'mention': 'Felsendom'}]	en	de
Q172077_1	Q172077	['Place of worship']	Where is the Dome of the Rock located?	[{'translation': 'Wo befindet sich das Felsendom?', 'mention': 'Felsendom'}, {'translation': 'Wo befindet sich der Felsendom?', 'mention': 'Felsendom'}]	en	de
Q172077_2	Q172077	['Place of worship']	What type of place is the Dome of the Rock?	[{'translation': 'Welche Art von Ort ist die Felsendom?', 'mention': 'Felsendom'}, {'translation': 'Welche Art von Ort ist das Felsendom?', 'mention': 'Felsendom'}, {'translation': 'Welche Art von Ort ist der Felsendom?', 'mention': 'Felsendom'}]	en	de
Q1739780_0	Q1739780	['Movie']	Who are the main characters in the film Dirty Mary, Crazy Larry?	[{'translation': 'Wer sind die Hauptfiguren im Film Kesse Mary – Irrer Larry?', 'mention': 'Kesse Mary – Irrer Larry'}]	en	de
Q1739780_1	Q1739780	['Movie']	What is the genre of the movie Dirty Mary, Crazy Larry?	[{'translation': 'Was ist das Genre des Films Kesse Mary – Irrer Larry?', 'mention': 'Kesse Mary – Irrer Larry'}]	en	de
Q1739780_2	Q1739780	['Movie']	When was Dirty Mary, Crazy Larry released?	[{'translation': 'Wann wurde Kesse Mary – Irrer Larry veröffentlicht?', 'mention': 'Kesse Mary – Irrer Larry'}]	en	de
Q1751487_0	Q1751487	['Landmark']	What is the specialty of Platov South-Russian State Polytechnic University?	[{'translation': 'Was ist die Spezialität der Südrussische Staatliche Technische Universität?', 'mention': 'Südrussische Staatliche Technische Universität'}]	en	de
Q1751487_1	Q1751487	['Landmark']	What type of educational institution is Platov South-Russian State Polytechnic University?	[{'translation': 'Welche Art von Bildungseinrichtung ist die Südrussische Staatliche Technische Universität?', 'mention': 'Südrussische Staatliche Technische Universität'}]	en	de
Q1751487_2	Q1751487	['Landmark']	Where is Platov South-Russian State Polytechnic University situated?	[{'translation': 'Wo befindet sich die Südrussische Staatliche Technische Universität?', 'mention': 'Südrussische Staatliche Technische Universität'}]	en	de
Q1762893_0	Q1762893	['Food']	How can Romaine lettuce be stored to keep it fresh?	[{'translation': 'Wie kann Römersalat gelagert werden, um ihn frisch zu halten?', 'mention': 'Römersalat'}, {'translation': 'Wie kann Römersalat gelagert werden, damit er frisch bleibt?', 'mention': 'Römersalat'}]	en	de
Q1762893_1	Q1762893	['Food']	How is Romaine lettuce different from other types of lettuce?	[{'translation': 'Wie unterscheidet sich Römersalat von anderen Salatsorten?', 'mention': 'Römersalat'}]	en	de
Q1762893_2	Q1762893	['Food']	Can Romaine lettuce be used in salads and sandwiches?	[{'translation': 'Kann Römersalat in Salaten und Sandwiches verwendet werden?', 'mention': 'Römersalat'}]	en	de
Q1768389_0	Q1768389	['Artwork', 'Book']	Can you provide a brief summary of the main themes explored in The Holocaust Industry?	[{'translation': 'Können Sie eine kurze Zusammenfassung der Hauptthemen geben, die in Die Holocaustindustrie untersucht werden?', 'mention': 'Die Holocaustindustrie'}, {'translation': 'Können Sie eine kurze Zusammenfassung der Hauptthemen geben, die in The Holocaust Industry behandelt werden?', 'mention': 'The Holocaust Industry'}, {'translation': 'Können Sie die Hauptthemen, die in Die Holocaustindustrie untersucht werden, kurz zusammenfassen?', 'mention': 'Die Holocaustindustrie'}]	en	de
Q1768389_1	Q1768389	['Artwork', 'Book']	How would you describe the artwork in The Holocaust Industry?	[{'translation': 'Wie würden Sie das Kunstwerk in Die Holocaustindustrie beschreiben?', 'mention': 'Die Holocaustindustrie'}, {'translation': 'Wie würden Sie das Kunstwerk in The Holocaust Industry beschreiben?', 'mention': 'The Holocaust Industry'}, {'translation': 'Wie würden Sie die künstlerische Arbeit in Die Holocaustindustrie beschreiben?', 'mention': 'Die Holocaustindustrie'}]	en	de
Q1768389_2	Q1768389	['Artwork', 'Book']	Why is The Holocaust Industry considered an important contribution to the discussion about the Holocaust?	[{'translation': 'Warum wird Die Holocaustindustrie als wichtiger Beitrag zur Diskussion über den Holocaust angesehen?', 'mention': 'Die Holocaustindustrie'}, {'translation': 'Warum wird die Holocaust-Industrie als wichtiger Beitrag zur Diskussion über den Holocaust angesehen?', 'mention': 'die Holocaust-Industrie'}]	en	de
Q1813571_0	Q1813571	['Artwork']	What is the significance of the Apocalypse of Pseudo-Methodius in Syriac Christian art?	[{'translation': 'Welche Bedeutung hat die Apokalypse des Pseudo-Methodius in der syrischen christlichen Kunst?', 'mention': 'Apokalypse des Pseudo-Methodius'}]	en	de
Q1813571_1	Q1813571	['Artwork']	When was the Apocalypse of Pseudo-Methodius created?	[{'translation': 'Wann wurde die Apokalypse des Pseudo-Methodius verfasst?', 'mention': 'Apokalypse des Pseudo-Methodius'}, {'translation': 'Wann wurde die Apokalypse des Pseudo-Methodius geschaffen?', 'mention': 'Apokalypse des Pseudo-Methodius'}]	en	de
Q1813571_2	Q1813571	['Artwork']	Who authored the Apocalypse of Pseudo-Methodius?	[{'translation': 'Wer hat die Apokalypse des Pseudo-Methodius verfasst?', 'mention': 'Apokalypse des Pseudo-Methodius'}]	en	de
Q181409_0	Q181409	['Food']	What nutrients can be found in an egg yolk?	[{'translation': 'Welche Nährstoffe sind in einem Eigelb zu finden?', 'mention': 'Eigelb'}, {'translation': 'Welche Nährstoffe sind im Eigelb enthalten?', 'mention': 'Eigelb'}]	en	de
Q181409_1	Q181409	['Food']	How many grams of fat are in a typical egg yolk?	[{'translation': 'Wie viele Gramm Fett sind in einem typischen Eigelb?', 'mention': 'Eigelb'}, {'translation': 'Wie viele Gramm Fett enthält ein typisches Eigelb?', 'mention': 'Eigelb'}]	en	de
Q181409_2	Q181409	['Food']	Can egg yolks be used to make custard?	[{'translation': 'Kann Eigelb zur Puddingzurehung verwendet werden?', 'mention': 'Eigelb'}, {'translation': 'Kann Eigelb zur Vanillesoße verwendet werden?', 'mention': 'Eigelb'}]	en	de
Q187499_0	Q187499	['Place of worship', 'Artwork']	What is the architectural style of the Shrine of Bahá'u'lláh?	"[{'translation': ""Was ist der architektonische Stil des Schrein Baha'ullahs?"", 'mention': ""Schrein Baha'ullahs""}, {'translation': ""Was ist der architektonische Stil vom Schrein Baha'ullahs?"", 'mention': ""Schrein Baha'ullahs""}]"	en	de
Q187499_1	Q187499	['Place of worship', 'Artwork']	What is the significance of the Shrine of Bahá'u'lláh?	"[{'translation': ""Was ist die Bedeutung des Schrein Baha'ullahs?"", 'mention': ""Schrein Baha'ullahs""}, {'translation': ""Was ist die Bedeutung vom Schrein Baha'ullahs?"", 'mention': ""Schrein Baha'ullahs""}]"	en	de
Q187499_2	Q187499	['Place of worship', 'Artwork']	Who is buried at the Shrine of Bahá'u'lláh?	"[{'translation': ""Wer ist im Schrein Baha'ullahs begraben?"", 'mention': ""Schrein Baha'ullahs""}, {'translation': ""Wer wurde im Schrein Baha'ullahs begraben?"", 'mention': ""Schrein Baha'ullahs""}]"	en	de
Q18786543_0	Q18786543	['Artwork']	What is the genre of Everything I Never Told You: A Novel?	[{'translation': 'Was ist das Genre von Alles, was ich dir nie erzählt habe: Ein Roman?', 'mention': 'Alles, was ich dir nie erzählt habe: Ein Roman'}, {'translation': 'Was ist das Genre von Was ich euch nicht erzählte?', 'mention': 'Was ich euch nicht erzählte'}]	en	de
Q18786543_1	Q18786543	['Artwork']	What type of artwork is Everything I Never Told You: A Novel considered to be?	[{'translation': 'Als welche Art von Kunstwerk gilt Was ich euch nicht erzählte?', 'mention': 'Was ich euch nicht erzählte'}, {'translation': 'Um welche Art von Kunstwerk handelt es sich bei Was ich euch nicht erzählte?', 'mention': 'Was ich euch nicht erzählte'}]	en	de
Q18786543_2	Q18786543	['Artwork']	Can you provide a brief description of Everything I Never Told You: A Novel by Celeste Ng?	[{'translation': 'Können Sie eine kurze Beschreibung von Was ich euch nicht erzählte von Celeste Ng geben?', 'mention': 'Was ich euch nicht erzählte'}]	en	de
Q191362_0	Q191362	['Musical work']	Who is the main performer in Piano Concerto No. 15?	[{'translation': 'Wer ist der Hauptdarsteller in 15. Klavierkonzert?', 'mention': '15. Klavierkonzert'}, {'translation': 'Wer ist der Hauptinterpret im Klavierkonzert Nr. 15?', 'mention': 'Klavierkonzert Nr. 15'}]	en	de
Q191362_1	Q191362	['Musical work']	What is the number of Piano Concerto No. 15 in Mozart's series?	[{'translation': 'Wie lautet die Anzahl des 15. Klavierkonzert in Mozarts Serie?', 'mention': '15. Klavierkonzert'}]	en	de
Q191362_2	Q191362	['Musical work']	When was Piano Concerto No. 15 composed by Mozart?	[{'translation': 'Wann wurde 15. Klavierkonzert von Mozart komponiert?', 'mention': '15. Klavierkonzert'}, {'translation': 'Wann wurde das Klavierkonzert Nr. 15 von Mozart komponiert?', 'mention': 'Klavierkonzert Nr. 15'}]	en	de
Q196161_0	Q196161	['Place of worship']	What is the significance of the Cathedral of Ani in Armenian history?	[{'translation': 'Welche Bedeutung hat die Kathedrale von Ani in der armenischen Geschichte?', 'mention': 'Kathedrale von Ani'}, {'translation': 'Welche Bedeutung hat die Kathedrale von Aniin der armenischen Geschichte?', 'mention': 'Kathedrale von Ani'}]	en	de
Q196161_1	Q196161	['Place of worship']	How old is the Cathedral of Ani?	[{'translation': 'Wie alt ist die Kathedrale von Ani?', 'mention': 'Kathedrale von Ani'}]	en	de
Q196161_2	Q196161	['Place of worship']	Where is the Cathedral of Ani located?	[{'translation': 'Wo befindet sich die Kathedrale von Ani?', 'mention': 'Kathedrale von Ani'}]	en	de
Q1970746_0	Q1970746	['Book']	What does the term living mean in the context of the Explanatory Dictionary of the Living Great Russian Language?	[{'translation': 'Was bedeutet der Begriff lebend im Kontext mit dem Dal-Wörterbuch?', 'mention': 'Dal-Wörterbuch'}, {'translation': 'Was bedeutet der Begriff Leben im Kontext des Dal-Wörterbuches?', 'mention': 'Dal-Wörterbuch'}, {'translation': 'Was bedeutet der Begriff Leben im Kontext des Dal-Wörterbuch?', 'mention': 'Dal-Wörterbuch'}, {'translation': 'Was bedeutet der Begriff Leben im Kontext des Dal-Wörterbuchs?', 'mention': 'Dal-Wörterbuch'}]	en	de
Q1970746_1	Q1970746	['Book']	How would you describe the subject matter of the Explanatory Dictionary of the Living Great Russian Language?	[{'translation': 'Wie würden Sie den Inhalt des Dal-Wörterbuches beschreiben?', 'mention': 'Dal-Wörterbuch'}, {'translation': 'Wie würden Sie das Thema des Dal-Wörterbuches beschreiben?', 'mention': 'Dal-Wörterbuch'}, {'translation': 'Wie würden Sie das Thema des Dal-Wörterbuch beschreiben?', 'mention': 'Dal-Wörterbuch'}, {'translation': 'Wie würden Sie das Thema des Dal-Wörterbuchs beschreiben?', 'mention': 'Dal-Wörterbuch'}]	en	de
Q1970746_2	Q1970746	['Book']	Who is the target audience of the Explanatory Dictionary of the Living Great Russian Language?	[{'translation': 'Wer ist die Zielgruppe des Dal-Wörterbuches?', 'mention': 'Dal-Wörterbuch'}, {'translation': 'Wer ist die Zielgruppe des Dal-Wörterbuch?', 'mention': 'Dal-Wörterbuch'}, {'translation': 'Wer ist die Zielgruppe des Dal-Wörterbuchs?', 'mention': 'Dal-Wörterbuch'}]	en	de
Q1975060_0	Q1975060	['Book']	Is Screw Style available in multiple languages?	[{'translation': 'Ist Nejishiki in mehreren Sprachen verfügbar?', 'mention': 'Nejishiki'}]	en	de
Q1975060_1	Q1975060	['Book']	Who is the author and illustrator of Screw Style?	[{'translation': 'Wer ist der Autor und Illustrator von Nejishiki?', 'mention': 'Nejishiki'}]	en	de
Q1975060_2	Q1975060	['Book']	How many pages does Screw Style have?	[{'translation': 'Wie viele Seiten hat Nejishiki?', 'mention': 'Nejishiki'}]	en	de
Q20107429_0	Q20107429	['Person']	Who are the parents of Prince Nicolas, Duke of Ångermanland?	[{'translation': 'Wer sind die Eltern von Nicolas von Schweden?', 'mention': 'Nicolas von Schweden'}, {'translation': 'Wer sind die Eltern von Prinz Nicolas von Schweden?', 'mention': 'Prinz Nicolas von Schweden'}]	en	de
Q20107429_1	Q20107429	['Person']	Who is Prince Nicolas, Duke of Ångermanland?	[{'translation': 'Wer ist Nicolas von Schweden?', 'mention': 'Nicolas von Schweden'}, {'translation': 'Wer ist Prinz Nicolas von Schweden?', 'mention': 'Prinz Nicolas von Schweden'}]	en	de
Q20107429_2	Q20107429	['Person']	Can you provide a brief background on Prince Nicolas, Duke of Ångermanland?	[{'translation': 'Können Sie einen kurzen Hintergrund zu Nicolas von Schweden geben?', 'mention': 'Nicolas von Schweden'}, {'translation': 'Können Sie einen kurzen Einblick zu Prinz Nicolas von Schweden geben?', 'mention': 'Prinz Nicolas von Schweden'}, {'translation': 'Können Sie uns kurz etwas über Prinz Nicolas von Schweden erzählen?', 'mention': 'Prinz Nicolas von Schweden'}, {'translation': 'Können Sie einen kurzen Hintergrundinformationen zu Nicolas von Schweden, geben?', 'mention': 'Nicolas von Schweden'}]	en	de
Q2030868_0	Q2030868	['TV series']	Was All Dogs Go to Heaven: The Series based on a movie?	[{'translation': 'Basierte Alle Hunde kommen in den Himmel auf einem Film?', 'mention': 'Alle Hunde kommen in den Himmel'}]	en	de
Q2030868_1	Q2030868	['TV series']	How many seasons does All Dogs Go to Heaven: The Series have?	[{'translation': 'Wie viele Staffeln hat Alle Hunde kommen in den Himmel?', 'mention': 'Alle Hunde kommen in den Himmel'}]	en	de
Q2030868_2	Q2030868	['TV series']	Who are the main characters in All Dogs Go to Heaven: The Series?	[{'translation': 'Wer sind die Hauptfiguren in Alle Hunde kommen in den Himmel?', 'mention': 'Alle Hunde kommen in den Himmel'}]	en	de
Q2045474_0	Q2045474	['Artwork', 'Book']	Could you provide a brief summary of the plot in Time of Contempt?	[{'translation': 'Könnten Sie eine kurze Zusammenfassung der Handlung in Die Zeit der Verachtung zur Verfügung stellen?', 'mention': 'Die Zeit der Verachtung'}]	en	de
Q2045474_1	Q2045474	['Artwork', 'Book']	Who is the author of the novel Time of Contempt?	[{'translation': 'Wer ist der Autor des Romans Die Zeit der Verachtung?', 'mention': 'Die Zeit der Verachtung'}]	en	de
Q2045474_2	Q2045474	['Artwork', 'Book']	Is Time of Contempt a standalone book or part of a series?	[{'translation': 'Ist Die Zeit der Verachtung ein eigenständiges Buch oder Teil einer Serie?', 'mention': 'Die Zeit der Verachtung'}]	en	de
Q2057743_0	Q2057743	['TV series']	What country does the TV series Born Free originate from?	[{'translation': 'Aus welchem Land stammt die TV-Serie Frei geboren – Der Ruf Afrikas?', 'mention': 'Frei geboren – Der Ruf Afrikas'}, {'translation': 'Aus welchem Land stammt die TV-Serie Frei geboren - Der Ruf Afrikas?', 'mention': 'Frei geboren - Der Ruf Afrikas'}]	en	de
Q2057743_1	Q2057743	['TV series']	Can you describe the plot of the adventure/drama series Born Free?	[{'translation': 'Können Sie die Handlung der Abenteuer-/Drama-Serie Frei geboren – Der Ruf Afrikas beschreiben?', 'mention': 'Frei geboren – Der Ruf Afrikas'}, {'translation': 'Können Sie die Handlung der Abenteuer-/Drama-Serie Frei geboren - Der Ruf Afrikas beschreiben?', 'mention': 'Frei geboren - Der Ruf Afrikas'}]	en	de
Q2057743_2	Q2057743	['TV series']	How would you categorize the TV show Born Free in terms of its genre?	[{'translation': 'Wie würden Sie die TV-Show Frei geboren – Der Ruf Afrikas in Bezug auf ihr Genre kategorisieren?', 'mention': 'Frei geboren – Der Ruf Afrikas'}, {'translation': 'Wie würden Sie die TV-Show Frei geboren - Der Ruf Afrikas in Bezug auf ihr Genre kategorisieren?', 'mention': 'Frei geboren - Der Ruf Afrikas'}]	en	de
Q2062054_0	Q2062054	['Place of worship']	Can visitors enter Mar Mattai monastery?	[{'translation': 'Dürfen Besucher das Mor-Mattai-Kloster betreten?', 'mention': 'Mor-Mattai-Kloster'}, {'translation': 'Können Besucher das Mor-Mattai-Kloster betreten?', 'mention': 'Mor-Mattai-Kloster'}]	en	de
Q2062054_1	Q2062054	['Place of worship']	What is the purpose of Mar Mattai monastery?	[{'translation': 'Was ist der Zweck des Mor-Mattai-Kloster?', 'mention': 'Mor-Mattai-Kloster'}, {'translation': 'Was ist der Zweck das Mor-Mattai-Kloster?', 'mention': 'Mor-Mattai-Kloster'}]	en	de
Q2062054_2	Q2062054	['Place of worship']	How old is Mar Mattai monastery?	[{'translation': 'Wie alt ist das Mor-Mattai-Kloster?', 'mention': 'Mor-Mattai-Kloster'}]	en	de
Q2078564_0	Q2078564	['Artwork', 'Book']	What is the title of the artwork based on Guards! Guards!?	[{'translation': 'Wie lautet der Titel des Kunstwerks, das auf Wachen! Wachen! basiert?', 'mention': 'Wachen! Wachen!'}, {'translation': 'Woher rührt der Titel des Werkes Wachen! Wachen!?', 'mention': 'Wachen! Wachen!'}]	en	de
Q2078564_1	Q2078564	['Artwork', 'Book']	Who is the author of Guards! Guards!?	[{'translation': 'Wer ist der Autor von Wachen! Wachen!?', 'mention': 'Wachen! Wachen!'}]	en	de
Q2078564_2	Q2078564	['Artwork', 'Book']	When was Guards! Guards! published?	[{'translation': 'Wann wurde Wachen! Wachen! veröffentlicht?', 'mention': 'Wachen! Wachen!'}]	en	de
Q2083761_0	Q2083761	['Place of worship']	Which town is Rochefort Abbey situated in?	[{'translation': 'In welcher Stadt befindet sich Trappistenabtei Rochefort?', 'mention': 'Trappistenabtei Rochefort'}, {'translation': 'In welcher Stadt befindet sich die Trappistenabtei Rochefort?', 'mention': 'Trappistenabtei Rochefort'}, {'translation': 'In welchem Ort befindet sich Trappistenabtei Rochefort?', 'mention': 'Trappistenabtei Rochefort'}]	en	de
Q2083761_1	Q2083761	['Place of worship']	What type of religious institution is Rochefort Abbey?	[{'translation': 'Welche Art von religiöser Institution ist Trappistenabtei Rochefort?', 'mention': 'Trappistenabtei Rochefort'}, {'translation': 'Welche Art von religiöser Institution ist die Trappistenabtei Rochefort?', 'mention': 'Trappistenabtei Rochefort'}, {'translation': 'Welche Art von religiöse Institution ist die Trappistenabtei Rochefort?', 'mention': 'Trappistenabtei Rochefort'}]	en	de
Q2083761_2	Q2083761	['Place of worship']	In what country can Rochefort Abbey be found?	[{'translation': 'In welchem Land befindet sich die Trappistenabtei Rochefort?', 'mention': 'Trappistenabtei Rochefort'}, {'translation': 'In welchem Land kann die Trappistenabtei Rochefort gefunden werden?', 'mention': 'Trappistenabtei Rochefort'}]	en	de
Q209515_0	Q209515	['Artwork']	Who authored the Book of One Thousand and One Nights that features Aladdin and the Wonderful Lamp?	[{'translation': 'Wer hat das Buch der Tausend und einer Nacht geschrieben, das Aladin und die Wunderlampe enthält?', 'mention': 'Aladin und die Wunderlampe'}, {'translation': 'Wer hat das Buch Tausendundeine Nacht geschrieben, das Aladin und die Wunderlampe enthält?', 'mention': 'Aladin und die Wunderlampe'}]	en	de
Q209515_1	Q209515	['Artwork']	In which collection of stories is Aladdin and the Wonderful Lamp found?	[{'translation': 'In welcher Sammlung von Geschichten ist Aladin und die Wunderlampe zu finden?', 'mention': 'Aladin und die Wunderlampe'}]	en	de
Q209515_2	Q209515	['Artwork']	What is the significance of Aladdin and the Wonderful Lamp in Middle Eastern folklore?	[{'translation': 'Welche Bedeutung hat Aladin und die Wunderlampe in der nahöstlichen Folklore?', 'mention': 'Aladin und die Wunderlampe'}]	en	de
Q210549_0	Q210549	['Musical work']	What is the nickname of the Symphony No. 2?	[{'translation': 'Wie lautet der Spitzname der 2. Sinfonie?', 'mention': '2. Sinfonie'}]	en	de
Q210549_1	Q210549	['Musical work']	How many movements are there in the Symphony No. 2?	[{'translation': 'Wie viele Bewegungen gibt es in der 2. Sinfonie?', 'mention': '2. Sinfonie'}]	en	de
Q210549_2	Q210549	['Musical work']	When was the Symphony No. 2 first performed?	[{'translation': 'Wann wurde die 2. Sinfonie zum ersten Mal aufgeführt?', 'mention': '2. Sinfonie'}]	en	de
Q21146531_0	Q21146531	['Movie']	What is the genre of Tatort: Burned?	[{'translation': 'Was ist das Genre von Tatort: Verbrannt?', 'mention': 'Tatort: Verbrannt'}, {'translation': 'Was ist das Genre des Fernsehfilms Tatort: Verbrannt?', 'mention': 'Tatort: Verbrannt'}]	en	de
Q21146531_1	Q21146531	['Movie']	What year was Tatort: Burned released?	[{'translation': 'In welchem Jahr wurde Tatort: Verbrannt veröffentlicht?', 'mention': 'Tatort: Verbrannt'}, {'translation': 'Wann wurde Tatort: Verbrannt veröffentlicht?', 'mention': 'Tatort: Verbrannt'}]	en	de
Q21146531_2	Q21146531	['Movie']	Which television series features the Tatort: Burned episode?	[{'translation': 'In welcher Fernsehserie gibt es die Folge Tatort: Verbrannt?', 'mention': 'Tatort: Verbrannt'}, {'translation': 'Welche Fernsehserie zeigt die Episode Tatort: Verbrannt?', 'mention': 'Tatort: Verbrannt'}, {'translation': 'Wann wurde Tatort: Verbrannt im Fernsehen ausgestrahlt?', 'mention': 'Tatort: Verbrannt'}]	en	de
Q216235_0	Q216235	['Food']	What is coconut oil used for?	[{'translation': 'Wofür wird Kokosöl verwendet?', 'mention': 'Kokosöl'}]	en	de
Q216235_1	Q216235	['Food']	Where does coconut oil come from?	[{'translation': 'Woher kommt Kokosöl?', 'mention': 'Kokosöl'}]	en	de
Q216235_2	Q216235	['Food']	How is coconut oil extracted?	[{'translation': 'Wie wird Kokosöl extrahiert?', 'mention': 'Kokosöl'}, {'translation': 'Wie wird Kokosöl gewonnen?', 'mention': 'Kokosöl'}]	en	de
Q2203334_0	Q2203334	['Fictional entity']	Where can players typically find the Master Sword in the Legend of Zelda games?	[{'translation': 'Wo können Spieler normalerweise das Master-Schwert in den Legend of Zelda-Spielen finden?', 'mention': 'Master-Schwert'}, {'translation': 'Wo können Spieler normalerweise das Masterschwert in den Legend of Zelda-Spielen finden?', 'mention': 'Masterschwert'}]	en	de
Q2203334_1	Q2203334	['Fictional entity']	What makes the Master Sword so special in The Legend of Zelda games?	[{'translation': 'Was macht das Master-Schwert in The Legend of Zelda-Spielen so besonders?', 'mention': 'Master-Schwert'}, {'translation': 'Was macht das Masterschwert in The Legend of Zelda-Spielen so besonders?', 'mention': 'Masterschwert'}]	en	de
Q2203334_2	Q2203334	['Fictional entity']	What is the primary purpose of the Master Sword in The Legend of Zelda series?	[{'translation': 'Was ist der Hauptzweck des Master-Schwerts in der The Legend of Zelda-Serie?', 'mention': 'Master-Schwert'}, {'translation': 'Was ist der Hauptzweck des Master-Schwert in der The Legend of Zelda-Serie?', 'mention': 'Master-Schwert'}, {'translation': 'Was ist der Hauptzweck des Masterschwert in der The Legend of Zelda-Serie?', 'mention': 'Masterschwert'}]	en	de
Q2204257_0	Q2204257	['Food']	How would you describe the texture of a Liege waffle?	[{'translation': 'Wie würden Sie die Textur einer Lütticher Waffel beschreiben?', 'mention': 'Lütticher Waffel'}]	en	de
Q2204257_1	Q2204257	['Food']	Where are Liege waffles from?	[{'translation': 'Woher stammen Lütticher Waffeln?', 'mention': 'Lütticher Waffeln'}, {'translation': 'Woher kommen Lütticher Waffeln?', 'mention': 'Lütticher Waffeln'}, {'translation': 'Wo kommen Lütticher Waffeln her?', 'mention': 'Lütticher Waffeln'}]	en	de
Q2204257_2	Q2204257	['Food']	What type of dough is used in Liege waffles?	[{'translation': 'Welcher Teig wird für Lütticher Waffeln verwendet?', 'mention': 'Lütticher Waffeln'}, {'translation': 'Welche Art von Teig wird in Lütticher Waffeln verwendet?', 'mention': 'Lütticher Waffeln'}, {'translation': 'Welche Art von Teig wird bei Lütticher Waffeln verwendet?', 'mention': 'Lütticher Waffeln'}]	en	de
Q223533_0	Q223533	['Musical work']	When was Symphony No. 3 first performed?	[{'translation': 'Wann wurde 3. Sinfonie zum ersten Mal aufgeführt?', 'mention': '3. Sinfonie'}, {'translation': 'Wann wurde die 3. Sinfonie zum ersten Mal aufgeführt?', 'mention': '3. Sinfonie'}, {'translation': 'Wann wurde die 3. Sinfonie uraufgeführt?', 'mention': '3. Sinfonie'}]	en	de
Q223533_1	Q223533	['Musical work']	How many movements are there in Symphony No. 3?	[{'translation': 'Wie viele Sätze gibt es in der 3. Sinfonie?', 'mention': '3. Sinfonie'}, {'translation': 'Wie viele Sätze hat die 3. Sinfonie?', 'mention': '3. Sinfonie'}, {'translation': 'Wie viele Sätze gibt es in 3. Sinfonie?', 'mention': '3. Sinfonie'}]	en	de
Q223533_2	Q223533	['Musical work']	What is the genre of Symphony No. 3?	[{'translation': 'Was ist das Genre von der 3. Sinfonie?', 'mention': '3. Sinfonie'}, {'translation': 'Zu welchem Genre gehört die 3. Sinfonie?', 'mention': '3. Sinfonie'}, {'translation': 'Was ist das Genre von 3. Sinfonie?', 'mention': '3. Sinfonie'}]	en	de
Q2236899_0	Q2236899	['Artwork']	Where was the Battle of Cascina fresco planned to be displayed?	[{'translation': 'Wo sollte das Fresko Schlacht bei Cascina ausgestellt werden?', 'mention': 'Schlacht bei Cascina'}, {'translation': 'Wo sollte das Fresko der Schlacht bei Cascina ausgestellt werden?', 'mention': 'Schlacht bei Cascina'}]	en	de
Q2236899_1	Q2236899	['Artwork']	What is the subject matter of Michelangelo's Battle of Cascina artwork?	[{'translation': 'Was ist das Thema von Michelangelos Schlacht bei Cascina?', 'mention': 'Schlacht bei Cascina'}, {'translation': 'Was ist das Thema von Michelangelos Schlacht bei Cascina-Kunstwerk?', 'mention': 'Schlacht bei Cascina'}, {'translation': 'Was ist das Thema von Michelangelos der Schlacht bei Cascina-Kunstwerk?', 'mention': 'Schlacht bei Cascina'}]	en	de
Q2236899_2	Q2236899	['Artwork']	Can the Battle of Cascina artwork be seen today?	[{'translation': 'Kann das Kunstwerk Schlacht bei Cascina heutzutage betrachtet werden?', 'mention': 'Schlacht bei Cascina'}, {'translation': 'Kann das Schlacht bei Cascina-Kunstwerk heute zu sehen sein?', 'mention': 'Schlacht bei Cascina'}, {'translation': 'Kann der Schlacht bei Cascina-Kunstwerk heute zu sehen sein?', 'mention': 'Schlacht bei Cascina'}]	en	de
Q2258329_0	Q2258329	['Artwork', 'Book']	When was Anne Rice's The Witching Hour published?	[{'translation': 'Wann wurde Anne Rices Hexenstunde veröffentlicht?', 'mention': 'Hexenstunde'}]	en	de
Q2258329_1	Q2258329	['Artwork', 'Book']	Who is the author of the 1990 novel The Witching Hour?	[{'translation': 'Wer ist der Autor des Romans Hexenstunde aus dem Jahr 1990?', 'mention': 'Hexenstunde'}]	en	de
Q2258329_2	Q2258329	['Artwork', 'Book']	Is The Witching Hour considered a piece of artwork?	[{'translation': 'Wird Hexenstunde als Kunstwerk betrachtet?', 'mention': 'Hexenstunde'}]	en	de
Q226936_0	Q226936	['Musical work']	How many movements are there in Symphony No. 36?	[{'translation': 'Wie viele Sätze gibt es in 36. Sinfonie?', 'mention': '36. Sinfonie'}]	en	de
Q226936_1	Q226936	['Musical work']	Who composed Symphony No. 36?	[{'translation': 'Wer hat 36. Sinfonie komponiert?', 'mention': '36. Sinfonie'}]	en	de
Q226936_2	Q226936	['Musical work']	How would you describe Symphony No. 36?	[{'translation': 'Wie würden Sie 36. Sinfonie beschreiben?', 'mention': '36. Sinfonie'}]	en	de
Q2273327_0	Q2273327	['Place of worship']	Where can I find Mezhyhirya Monastery?	[{'translation': 'Wo finde ich das Kloster Meschyhirja?', 'mention': 'Kloster Meschyhirja'}]	en	de
