wikidata_id	entity_types	source	source_locale	target_locale	Named_Entity	Label	Also known as
Q1751487	['Landmark']	Where is Platov South-Russian State Polytechnic University situated?	en	de	Platov South-Russian State Polytechnic University	Südrussische Staatliche Technische Universität	
Q1762893	['Food']	How can Romaine lettuce be stored to keep it fresh?	en	de	Romaine lettuce	Römersalat	Sommerendivie; Bindesalat; Lactuca sativa var. longifolia; Lattuga; Romana-Salat; Kochsalat; Römischer Salat
Q1762893	['Food']	How is Romaine lettuce different from other types of lettuce?	en	de	Romaine lettuce	Römersalat	Sommerendivie; Bindesalat; Lactuca sativa var. longifolia; Lattuga; Romana-Salat; Kochsalat; Römischer Salat
Q1762893	['Food']	Can Romaine lettuce be used in salads and sandwiches?	en	de	Romaine lettuce	Römersalat	Sommerendivie; Bindesalat; Lactuca sativa var. longifolia; Lattuga; Romana-Salat; Kochsalat; Römischer Salat
Q1768389	['Artwork', 'Book']	Can you provide a brief summary of the main themes explored in The Holocaust Industry?	en	de	The Holocaust Industry	Die Holocaustindustrie	
Q1768389	['Artwork', 'Book']	How would you describe the artwork in The Holocaust Industry?	en	de	The Holocaust Industry	Die Holocaustindustrie	
Q1768389	['Artwork', 'Book']	Why is The Holocaust Industry considered an important contribution to the discussion about the Holocaust?	en	de	The Holocaust Industry	Die Holocaustindustrie	
Q1813571	['Artwork']	What is the significance of the Apocalypse of Pseudo-Methodius in Syriac Christian art?	en	de	Apocalypse of Pseudo-Methodius	Apokalypse des Pseudo-Methodius	Revelationes
Q1813571	['Artwork']	When was the Apocalypse of Pseudo-Methodius created?	en	de	Apocalypse of Pseudo-Methodius	Apokalypse des Pseudo-Methodius	Revelationes
Q1813571	['Artwork']	Who authored the Apocalypse of Pseudo-Methodius?	en	de	Apocalypse of Pseudo-Methodius	Apokalypse des Pseudo-Methodius	Revelationes
Q181409	['Food']	What nutrients can be found in an egg yolk?	en	de	egg yolk	Dotter	Eigelb; Vitellin; Eidotter; Dottersubstanzen
Q181409	['Food']	How many grams of fat are in a typical egg yolk?	en	de	egg yolk	Dotter	Eigelb; Vitellin; Eidotter; Dottersubstanzen
Q181409	['Food']	Can egg yolks be used to make custard?	en	de	egg yolk	Dotter	Eigelb; Vitellin; Eidotter; Dottersubstanzen
Q187499	['Place of worship', 'Artwork']	What is the architectural style of the Shrine of Bahá'u'lláh?	en	de	Shrine of Bahá'u'lláh	Schrein Baha'ullahs	
Q187499	['Place of worship', 'Artwork']	What is the significance of the Shrine of Bahá'u'lláh?	en	de	Shrine of Bahá'u'lláh	Schrein Baha'ullahs	
Q187499	['Place of worship', 'Artwork']	Who is buried at the Shrine of Bahá'u'lláh?	en	de	Shrine of Bahá'u'lláh	Schrein Baha'ullahs	
Q18786543	['Artwork']	What is the genre of Everything I Never Told You: A Novel?	en	de	Everything I Never Told You: A Novel	Was ich euch nicht erzählte	
Q18786543	['Artwork']	What type of artwork is Everything I Never Told You: A Novel considered to be?	en	de	Everything I Never Told You: A Novel	Was ich euch nicht erzählte	
Q18786543	['Artwork']	Can you provide a brief description of Everything I Never Told You: A Novel by Celeste Ng?	en	de	Everything I Never Told You: A Novel	Was ich euch nicht erzählte	
Q191362	['Musical work']	Who is the main performer in Piano Concerto No. 15?	en	de	Piano Concerto No. 15	15. Klavierkonzert	Klavierkonzert B-Dur; Klavierkonzert in B-Dur; Klavierkonzert Nr. 15
Q191362	['Musical work']	What is the number of Piano Concerto No. 15 in Mozart's series?	en	de	Piano Concerto No. 15	15. Klavierkonzert	Klavierkonzert B-Dur; Klavierkonzert in B-Dur; Klavierkonzert Nr. 15
Q191362	['Musical work']	When was Piano Concerto No. 15 composed by Mozart?	en	de	Piano Concerto No. 15	15. Klavierkonzert	Klavierkonzert B-Dur; Klavierkonzert in B-Dur; Klavierkonzert Nr. 15
Q196161	['Place of worship']	What is the significance of the Cathedral of Ani in Armenian history?	en	de	Cathedral of Ani	Kathedrale von Ani	
Q196161	['Place of worship']	How old is the Cathedral of Ani?	en	de	Cathedral of Ani	Kathedrale von Ani	
Q196161	['Place of worship']	Where is the Cathedral of Ani located?	en	de	Cathedral of Ani	Kathedrale von Ani	
Q1970746	['Book']	What does the term living mean in the context of the Explanatory Dictionary of the Living Great Russian Language?	en	de	Explanatory Dictionary of the Living Great Russian Language	Dal-Wörterbuch	
Q1970746	['Book']	How would you describe the subject matter of the Explanatory Dictionary of the Living Great Russian Language?	en	de	Explanatory Dictionary of the Living Great Russian Language	Dal-Wörterbuch	
Q1970746	['Book']	Who is the target audience of the Explanatory Dictionary of the Living Great Russian Language?	en	de	Explanatory Dictionary of the Living Great Russian Language	Dal-Wörterbuch	
Q1975060	['Book']	Is Screw Style available in multiple languages?	en	de	Screw Style	Nejishiki	
Q1975060	['Book']	Who is the author and illustrator of Screw Style?	en	de	Screw Style	Nejishiki	
Q1975060	['Book']	How many pages does Screw Style have?	en	de	Screw Style	Nejishiki	
Q20107429	['Person']	Who are the parents of Prince Nicolas, Duke of Ångermanland?	en	de	Prince Nicolas, Duke of Ångermanland	Nicolas von Schweden	
Q20107429	['Person']	Who is Prince Nicolas, Duke of Ångermanland?	en	de	Prince Nicolas, Duke of Ångermanland	Nicolas von Schweden	
Q20107429	['Person']	Can you provide a brief background on Prince Nicolas, Duke of Ångermanland?	en	de	Prince Nicolas, Duke of Ångermanland	Nicolas von Schweden	
Q2030868	['TV series']	Was All Dogs Go to Heaven: The Series based on a movie?	en	de	All Dogs Go to Heaven: The Series	Alle Hunde kommen in den Himmel	
Q2030868	['TV series']	How many seasons does All Dogs Go to Heaven: The Series have?	en	de	All Dogs Go to Heaven: The Series	Alle Hunde kommen in den Himmel	
Q2030868	['TV series']	Who are the main characters in All Dogs Go to Heaven: The Series?	en	de	All Dogs Go to Heaven: The Series	Alle Hunde kommen in den Himmel	
Q2045474	['Artwork', 'Book']	Could you provide a brief summary of the plot in Time of Contempt?	en	de	Time of Contempt	Die Zeit der Verachtung	
Q2045474	['Artwork', 'Book']	Who is the author of the novel Time of Contempt?	en	de	Time of Contempt	Die Zeit der Verachtung	
Q2045474	['Artwork', 'Book']	Is Time of Contempt a standalone book or part of a series?	en	de	Time of Contempt	Die Zeit der Verachtung	
Q2057743	['TV series']	What country does the TV series Born Free originate from?	en	de	Born Free	Frei geboren	Frei geboren – Der Ruf Afrikas
Q2057743	['TV series']	Can you describe the plot of the adventure/drama series Born Free?	en	de	Born Free	Frei geboren	Frei geboren – Der Ruf Afrikas
Q2057743	['TV series']	How would you categorize the TV show Born Free in terms of its genre?	en	de	Born Free	Frei geboren	Frei geboren – Der Ruf Afrikas
Q2062054	['Place of worship']	Can visitors enter Mar Mattai monastery?	en	de	Mar Mattai monastery	Mor-Mattai-Kloster	
Q2062054	['Place of worship']	What is the purpose of Mar Mattai monastery?	en	de	Mar Mattai monastery	Mor-Mattai-Kloster	
Q2062054	['Place of worship']	How old is Mar Mattai monastery?	en	de	Mar Mattai monastery	Mor-Mattai-Kloster	
Q2078564	['Artwork', 'Book']	What is the title of the artwork based on Guards! Guards!?	en	de	Guards! Guards!	Wachen! Wachen!	
Q2078564	['Artwork', 'Book']	Who is the author of Guards! Guards!?	en	de	Guards! Guards!	Wachen! Wachen!	
Q2078564	['Artwork', 'Book']	When was Guards! Guards! published?	en	de	Guards! Guards!	Wachen! Wachen!	
Q2083761	['Place of worship']	Which town is Rochefort Abbey situated in?	en	de	Rochefort Abbey	Trappistenabtei Rochefort	
Q2083761	['Place of worship']	What type of religious institution is Rochefort Abbey?	en	de	Rochefort Abbey	Trappistenabtei Rochefort	
Q2083761	['Place of worship']	In what country can Rochefort Abbey be found?	en	de	Rochefort Abbey	Trappistenabtei Rochefort	
Q209515	['Artwork']	Who authored the Book of One Thousand and One Nights that features Aladdin and the Wonderful Lamp?	en	de	Aladdin and the Wonderful Lamp	Aladin und die Wunderlampe	Geschichte von Alā' ed-Dīn und der Wunderlampe; Aladin; Aladdins Wunderlampe; Aladdin und die Wunderlande; Aladin's Wunderlampe; Aladdin; Aladins Wunderlampe
Q209515	['Artwork']	In which collection of stories is Aladdin and the Wonderful Lamp found?	en	de	Aladdin and the Wonderful Lamp	Aladin und die Wunderlampe	Geschichte von Alā' ed-Dīn und der Wunderlampe; Aladin; Aladdins Wunderlampe; Aladdin und die Wunderlande; Aladin's Wunderlampe; Aladdin; Aladins Wunderlampe
Q209515	['Artwork']	What is the significance of Aladdin and the Wonderful Lamp in Middle Eastern folklore?	en	de	Aladdin and the Wonderful Lamp	Aladin und die Wunderlampe	Geschichte von Alā' ed-Dīn und der Wunderlampe; Aladin; Aladdins Wunderlampe; Aladdin und die Wunderlande; Aladin's Wunderlampe; Aladdin; Aladins Wunderlampe
Q210549	['Musical work']	What is the nickname of the Symphony No. 2?	en	de	Symphony No. 2	2. Sinfonie	
Q210549	['Musical work']	How many movements are there in the Symphony No. 2?	en	de	Symphony No. 2	2. Sinfonie	
Q210549	['Musical work']	When was the Symphony No. 2 first performed?	en	de	Symphony No. 2	2. Sinfonie	
Q21146531	['Movie']	What is the genre of Tatort: Burned?	en	de	Tatort: Burned	Tatort: Verbrannt	Verbrannt
Q21146531	['Movie']	What year was Tatort: Burned released?	en	de	Tatort: Burned	Tatort: Verbrannt	Verbrannt
Q21146531	['Movie']	Which television series features the Tatort: Burned episode?	en	de	Tatort: Burned	Tatort: Verbrannt	Verbrannt
Q216235	['Food']	What is coconut oil used for?	en	de	coconut oil	Kokosöl	Kokosnussöl; Kokosfett; Oleum cocos
Q216235	['Food']	Where does coconut oil come from?	en	de	coconut oil	Kokosöl	Kokosnussöl; Kokosfett; Oleum cocos
Q216235	['Food']	How is coconut oil extracted?	en	de	coconut oil	Kokosöl	Kokosnussöl; Kokosfett; Oleum cocos
Q2203334	['Fictional entity']	Where can players typically find the Master Sword in the Legend of Zelda games?	en	de	Master Sword	Master-Schwert	Heiliges Bannschwert; Bannschwert; Masterschwert; Das heilige Bannschwert
Q2203334	['Fictional entity']	What makes the Master Sword so special in The Legend of Zelda games?	en	de	Master Sword	Master-Schwert	Heiliges Bannschwert; Bannschwert; Masterschwert; Das heilige Bannschwert
Q2203334	['Fictional entity']	What is the primary purpose of the Master Sword in The Legend of Zelda series?	en	de	Master Sword	Master-Schwert	Heiliges Bannschwert; Bannschwert; Masterschwert; Das heilige Bannschwert
Q2204257	['Food']	How would you describe the texture of a Liege waffle?	en	de	Liege waffle	Lütticher Waffel	
Q2204257	['Food']	Where are Liege waffles from?	en	de	Liege waffle	Lütticher Waffel	
Q2204257	['Food']	What type of dough is used in Liege waffles?	en	de	Liege waffle	Lütticher Waffel	
Q223533	['Musical work']	When was Symphony No. 3 first performed?	en	de	Symphony No. 3	3. Sinfonie	Orgelsinfonie
Q223533	['Musical work']	How many movements are there in Symphony No. 3?	en	de	Symphony No. 3	3. Sinfonie	Orgelsinfonie
Q223533	['Musical work']	What is the genre of Symphony No. 3?	en	de	Symphony No. 3	3. Sinfonie	Orgelsinfonie
Q2236899	['Artwork']	Where was the Battle of Cascina fresco planned to be displayed?	en	de	Battle of Cascina	Schlacht bei Cascina	
Q2236899	['Artwork']	What is the subject matter of Michelangelo's Battle of Cascina artwork?	en	de	Battle of Cascina	Schlacht bei Cascina	
Q2236899	['Artwork']	Can the Battle of Cascina artwork be seen today?	en	de	Battle of Cascina	Schlacht bei Cascina	
Q2258329	['Artwork', 'Book']	When was Anne Rice's The Witching Hour published?	en	de	The Witching Hour	Hexenstunde	
Q2258329	['Artwork', 'Book']	Who is the author of the 1990 novel The Witching Hour?	en	de	The Witching Hour	Hexenstunde	
Q2258329	['Artwork', 'Book']	Is The Witching Hour considered a piece of artwork?	en	de	The Witching Hour	Hexenstunde	
Q226936	['Musical work']	How many movements are there in Symphony No. 36?	en	de	Symphony No. 36	36. Sinfonie	Linzer Sinfonie
Q226936	['Musical work']	Who composed Symphony No. 36?	en	de	Symphony No. 36	36. Sinfonie	Linzer Sinfonie
Q226936	['Musical work']	How would you describe Symphony No. 36?	en	de	Symphony No. 36	36. Sinfonie	Linzer Sinfonie
Q2273327	['Place of worship']	Where can I find Mezhyhirya Monastery?	en	de	Mezhyhirya Monastery	Kloster Meschyhirja	
Q2273327	['Place of worship']	What is the current condition of Mezhyhirya Monastery?	en	de	Mezhyhirya Monastery	Kloster Meschyhirja	
Q2273327	['Place of worship']	Is Mezhyhirya Monastery considered a place of worship?	en	de	Mezhyhirya Monastery	Kloster Meschyhirja	
Q229189	['Person']	In what country was Joan I of Navarre queen consort?	en	de	Joan I of Navarre	Johanna I.	
Q229189	['Person']	What roles did Joan I of Navarre hold?	en	de	Joan I of Navarre	Johanna I.	
Q229189	['Person']	Which country was Joan I of Navarre queen regnant of?	en	de	Joan I of Navarre	Johanna I.	
Q230255	['Artwork']	Can you provide a brief summary of the themes explored in 4 Maccabees?	en	de	4 Maccabees	4. Buch der Makkabäer	
Q230255	['Artwork']	Who is the author of the 4 Maccabees artwork?	en	de	4 Maccabees	4. Buch der Makkabäer	
Q230255	['Artwork']	How many chapters are there in the 4 Maccabees book?	en	de	4 Maccabees	4. Buch der Makkabäer	
Q23041430	['Food']	How can you tell if a globe artichoke is ripe and ready to eat?	en	de	globe artichoke	Artischocke	
Q23041430	['Food']	What are some common ways to prepare a globe artichoke?	en	de	globe artichoke	Artischocke	
Q23041430	['Food']	Are globe artichokes high in any specific nutrients?	en	de	globe artichoke	Artischocke	
Q231162	['Musical work']	When was Symphony No. 4 composed by Anton Bruckner?	en	de	Symphony No. 4	4. Sinfonie	WAB 104; Vierte Sinfonie in Es-Dur
Q231162	['Musical work']	How many movements does Symphony No. 4 by Anton Bruckner contain?	en	de	Symphony No. 4	4. Sinfonie	WAB 104; Vierte Sinfonie in Es-Dur
Q231162	['Musical work']	What is the overall mood of Symphony No. 4?	en	de	Symphony No. 4	4. Sinfonie	WAB 104; Vierte Sinfonie in Es-Dur
Q231282	['Musical work']	What is the musical genre of Symphony No. 4?	en	de	Symphony No. 4	4. Sinfonie	Sinfonie Nr. 4 f-Moll op. 36
Q231282	['Musical work']	Who composed the Symphony No. 4?	en	de	Symphony No. 4	4. Sinfonie	Sinfonie Nr. 4 f-Moll op. 36
Q231282	['Musical work']	Which number does Symphony No. 4 hold in Pyotr Ilyich Tchaikovsky's symphonic repertoire?	en	de	Symphony No. 4	4. Sinfonie	Sinfonie Nr. 4 f-Moll op. 36
Q232938	['Movie']	What genre does the movie Carry On Nurse belong to?	en	de	Carry On Nurse	41 Grad Liebe	Ist ja irre – 41 Grad Liebe
Q232938	['Movie']	What year was the movie Carry On Nurse released?	en	de	Carry On Nurse	41 Grad Liebe	Ist ja irre – 41 Grad Liebe
Q232938	['Movie']	What country is Carry On Nurse from?	en	de	Carry On Nurse	41 Grad Liebe	Ist ja irre – 41 Grad Liebe
Q23296514	['Place of worship']	What is the significance of Wat Sam Phran?	en	de	Wat Sam Phran	Wat Samphran	
Q23296514	['Place of worship']	Where is Wat Sam Phran located?	en	de	Wat Sam Phran	Wat Samphran	
Q23296514	['Place of worship']	What type of place is Wat Sam Phran?	en	de	Wat Sam Phran	Wat Samphran	
Q233562	['Artwork']	Who is the intended audience for The Wealth of Nations?	en	de	The Wealth of Nations	Der Wohlstand der Nationen	Wohlstand der Nationen; Der Reichtum der Nationen; The Wealth of Nations; Whealth of Nations; Wealth of Nations
Q233562	['Artwork']	When was The Wealth of Nations published?	en	de	The Wealth of Nations	Der Wohlstand der Nationen	Wohlstand der Nationen; Der Reichtum der Nationen; The Wealth of Nations; Whealth of Nations; Wealth of Nations
Q233562	['Artwork']	What is the subject matter of The Wealth of Nations?	en	de	The Wealth of Nations	Der Wohlstand der Nationen	Wohlstand der Nationen; Der Reichtum der Nationen; The Wealth of Nations; Whealth of Nations; Wealth of Nations
Q238539	['Person']	Can you provide a brief description of Fawzia Fuad's royal lineage?	en	de	Fawzia of Egypt	Fausia von Ägypten	Fausia bint Fuad von Ägypten; Fawzia; Fausia
Q238539	['Person']	Which countries was Fawzia Fuad affiliated with as a princess and queen?	en	de	Fawzia of Egypt	Fausia von Ägypten	Fausia bint Fuad von Ägypten; Fawzia; Fausia
Q238539	['Person']	What nationality was Fawzia Fuad?	en	de	Fawzia of Egypt	Fausia von Ägypten	Fausia bint Fuad von Ägypten; Fawzia; Fausia
Q2404788	['Fictional entity']	What role does Chief Seamus O'Hara play in the Disney universe?	en	de	Chief Seamus O'Hara	Albert Hunter	Kommissar Hunter
Q2414756	['Artwork', 'Book']	What is the main content of The Last Wish book?	en	de	The Last Wish	Der letzte Wunsch	
Q2414756	['Artwork', 'Book']	What type of artistic work is The Last Wish?	en	de	The Last Wish	Der letzte Wunsch	
Q2414756	['Artwork', 'Book']	How would you describe The Last Wish in a few words?	en	de	The Last Wish	Der letzte Wunsch	
Q2415527	['Person']	Which historical period did Adelaide of Normandy live in?	en	de	Adelaide of Normandy	Adelaide von Normandie	
Q2415527	['Person']	What title did Adelaide of Normandy hold?	en	de	Adelaide of Normandy	Adelaide von Normandie	
Q2415527	['Person']	What was the name of the county Adelaide of Normandy ruled?	en	de	Adelaide of Normandy	Adelaide von Normandie	
Q242270	['Person']	Can you provide any notable works or achievements by Hecataeus of Miletus?	en	de	Hecataeus of Miletus	Hekataios von Milet	Hecataeus
Q242270	['Person']	When did Hecataeus of Miletus live and where was he from?	en	de	Hecataeus of Miletus	Hekataios von Milet	Hecataeus
Q242270	['Person']	What are the main fields in which Hecataeus of Miletus made important contributions?	en	de	Hecataeus of Miletus	Hekataios von Milet	Hecataeus
Q2454607	['Place of worship']	How would you describe Bradford Cathedral in West Yorkshire, England?	en	de	Bradford Cathedral	Kathedrale von Bradford	
Q2454607	['Place of worship']	What type of place is Bradford Cathedral?	en	de	Bradford Cathedral	Kathedrale von Bradford	
Q2454607	['Place of worship']	Where is the place of worship called Bradford Cathedral located?	en	de	Bradford Cathedral	Kathedrale von Bradford	
Q246487	['Musical work']	Which key is Symphony No. 6 primarily written in?	en	de	Symphony No. 6	6. Sinfonie	
Q246487	['Musical work']	How many movements are there in Symphony No. 6?	en	de	Symphony No. 6	6. Sinfonie	
Q246487	['Musical work']	When was Symphony No. 6 first performed?	en	de	Symphony No. 6	6. Sinfonie	
Q2479670	['Fictional entity']	What is the role of Bleeding Gums Murphy in The Simpsons?	en	de	Bleeding Gums Murphy	Zahnfleischbluter Murphy	Paradonthose Murphy; Bleeding Gums Murphy
Q2479670	['Fictional entity']	What kind of character is Bleeding Gums Murphy?	en	de	Bleeding Gums Murphy	Zahnfleischbluter Murphy	Paradonthose Murphy; Bleeding Gums Murphy
Q2479670	['Fictional entity']	Which show does Bleeding Gums Murphy appear in?	en	de	Bleeding Gums Murphy	Zahnfleischbluter Murphy	Paradonthose Murphy; Bleeding Gums Murphy
Q2585441	['Book']	How did the book We Wish to Inform You That Tomorrow We Will Be Killed with Our Families receive critical acclaim?	en	de	We Wish to Inform You That Tomorrow We Will Be Killed with Our Families	Wir möchten Ihnen mitteilen, daß wir morgen mit unseren Familien umgebracht werden	We Wish to Inform You That Tomorrow We Will Be Killed with Our Families
Q2585441	['Book']	When was the book We Wish to Inform You That Tomorrow We Will Be Killed with Our Families published?	en	de	We Wish to Inform You That Tomorrow We Will Be Killed with Our Families	Wir möchten Ihnen mitteilen, daß wir morgen mit unseren Familien umgebracht werden	We Wish to Inform You That Tomorrow We Will Be Killed with Our Families
Q2585441	['Book']	Where can one find a copy of the book We Wish to Inform You That Tomorrow We Will Be Killed with Our Families?	en	de	We Wish to Inform You That Tomorrow We Will Be Killed with Our Families	Wir möchten Ihnen mitteilen, daß wir morgen mit unseren Familien umgebracht werden	We Wish to Inform You That Tomorrow We Will Be Killed with Our Families
Q259971	['Place of worship']	Can visitors access Andechs Abbey?	en	de	Andechs Abbey	Benediktinerabtei Andechs	Andechs, ehem. Benediktinerabtei
Q259971	['Place of worship']	Where is Andechs Abbey located?	en	de	Andechs Abbey	Benediktinerabtei Andechs	Andechs, ehem. Benediktinerabtei
Q259971	['Place of worship']	What type of place is Andechs Abbey?	en	de	Andechs Abbey	Benediktinerabtei Andechs	Andechs, ehem. Benediktinerabtei
Q2605100	['Landmark']	When was the Church of St. Martin the Confessor built in Moscow?	en	de	Church of St. Martin the Confessor	St. Martin der Bekenner	
Q2605100	['Landmark']	Is the Church of St. Martin the Confessor a famous landmark in Moscow?	en	de	Church of St. Martin the Confessor	St. Martin der Bekenner	
Q2605100	['Landmark']	What architectural style is the Church of St. Martin the Confessor in Moscow?	en	de	Church of St. Martin the Confessor	St. Martin der Bekenner	
Q260988	['Musical work']	How many movements are there in Symphony No. 7?	en	de	Symphony No. 7	7. Sinfonie	WAB 107; 7. Sinfonie in E-Dur
Q260988	['Musical work']	Is Symphony No. 7 considered one of Bruckner's most famous works?	en	de	Symphony No. 7	7. Sinfonie	WAB 107; 7. Sinfonie in E-Dur
Q260988	['Musical work']	When was Symphony No. 7 first performed?	en	de	Symphony No. 7	7. Sinfonie	WAB 107; 7. Sinfonie in E-Dur
Q2612052	['Musical work']	When was the String Quartet No. 3 composed?	en	de	String Quartet No. 3	3. Streichquartett	
Q2612052	['Musical work']	What is the genre of the String Quartet No. 3?	en	de	String Quartet No. 3	3. Streichquartett	
Q2612052	['Musical work']	How many movements are there in the String Quartet No. 3?	en	de	String Quartet No. 3	3. Streichquartett	
Q2617763	['Fictional entity']	How do the Spacing Guild navigators acquire their unique abilities in the Dune universe?	en	de	Spacing Guild	Raumgilde	
Q2617763	['Fictional entity']	What is the primary function of the Spacing Guild in the Dune universe?	en	de	Spacing Guild	Raumgilde	
Q2617763	['Fictional entity']	What allows the Spacing Guild to safely navigate through interstellar space?	en	de	Spacing Guild	Raumgilde	
Q2634129	['Artwork', 'Book']	Can you provide a brief overview of the novel The Scarlet Plague?	en	de	The Scarlet Plague	Die Scharlachpest	
Q2634129	['Artwork', 'Book']	When was The Scarlet Plague published?	en	de	The Scarlet Plague	Die Scharlachpest	
Q2634129	['Artwork', 'Book']	Who is the author of The Scarlet Plague?	en	de	The Scarlet Plague	Die Scharlachpest	
Q2638238	['Landmark']	When was Vyborg railway station built and opened to the public?	en	de	Vyborg railway station	Wyborg	
Q2657392	['Artwork', 'Book']	What is the genre of The Hand of Oberon?	en	de	The Hand of Oberon	Die Hand Oberons	
Q2657392	['Artwork', 'Book']	Who is the author of The Hand of Oberon?	en	de	The Hand of Oberon	Die Hand Oberons	
Q2657392	['Artwork', 'Book']	Is The Hand of Oberon a book or artwork?	en	de	The Hand of Oberon	Die Hand Oberons	
Q2663347	['Musical work']	When was White Army, Black Baron first performed?	en	de	White Army, Black Baron	Weiße Armee, schwarzer Baron	
Q2663347	['Musical work']	Which ensemble performed White Army, Black Baron?	en	de	White Army, Black Baron	Weiße Armee, schwarzer Baron	
Q2663347	['Musical work']	What is the genre of the song White Army, Black Baron?	en	de	White Army, Black Baron	Weiße Armee, schwarzer Baron	
Q2691931	['Movie']	Who starred in the 1985 movie Twice in a Lifetime?	en	de	Twice in a Lifetime	Zweimal im Leben	
Q2691931	['Movie']	When was Twice in a Lifetime released?	en	de	Twice in a Lifetime	Zweimal im Leben	
Q2691931	['Movie']	What year was the film Twice in a Lifetime made?	en	de	Twice in a Lifetime	Zweimal im Leben	
Q2712995	['Artwork']	Can you provide a brief summary of the storyline in Time to Live and Time to Die?	en	de	Time to Live and Time to Die	Zeit zu leben und Zeit zu sterben	
Q2712995	['Artwork']	Who is the author of the novel Time to Live and Time to Die?	en	de	Time to Live and Time to Die	Zeit zu leben und Zeit zu sterben	
Q2712995	['Artwork']	How would you describe the genre of Time to Live and Time to Die?	en	de	Time to Live and Time to Die	Zeit zu leben und Zeit zu sterben	
Q2715152	['Artwork']	Describe The Parnassus in one word.	en	de	The Parnassus	Der Parnaß	
Q2715152	['Artwork']	Who created The Parnassus?	en	de	The Parnassus	Der Parnaß	
Q2715152	['Artwork']	In what form is The Parnassus artwork?	en	de	The Parnassus	Der Parnaß	
Q2719978	['Movie']	What is the plot of the movie Pennies from Heaven?	en	de	Pennies from Heaven	Tanz in den Wolken	
Q2719978	['Movie']	What genre does the movie Pennies from Heaven belong to?	en	de	Pennies from Heaven	Tanz in den Wolken	
Q2719978	['Movie']	In which year was Pennies from Heaven released?	en	de	Pennies from Heaven	Tanz in den Wolken	
Q272781	['Place of worship']	What is the historical significance of the Jerónimos Monastery?	en	de	Jerónimos Monastery	Mosteiro dos Jerónimos	Hieronymitenkloster Lissabon; Hieronymuskloster
Q272781	['Place of worship']	What type of building is the Jerónimos Monastery?	en	de	Jerónimos Monastery	Mosteiro dos Jerónimos	Hieronymitenkloster Lissabon; Hieronymuskloster
Q272781	['Place of worship']	Where is the Jerónimos Monastery situated within the Lisbon District?	en	de	Jerónimos Monastery	Mosteiro dos Jerónimos	Hieronymitenkloster Lissabon; Hieronymuskloster
Q2739228	['Person', 'Fictional entity']	In what year was Snow White and the Seven Dwarfs released?	en	de	Snow White	Schneewittchen	
Q2739228	['Person', 'Fictional entity']	What is the name of the famous Disney film that features Snow White?	en	de	Snow White	Schneewittchen	
Q2739228	['Person', 'Fictional entity']	How many dwarfs are there in the story of Snow White?	en	de	Snow White	Schneewittchen	
Q276569	['Place of worship']	How large is the Quba Mosque?	en	de	Quba Mosque	Qubāʾ-Moschee	Moschee von Quba; Quba-Moschee; Moschee von Qubāʾ
Q276569	['Place of worship']	What is the significance of the Quba Mosque?	en	de	Quba Mosque	Qubāʾ-Moschee	Moschee von Quba; Quba-Moschee; Moschee von Qubāʾ
Q276569	['Place of worship']	When was the Quba Mosque built?	en	de	Quba Mosque	Qubāʾ-Moschee	Moschee von Quba; Quba-Moschee; Moschee von Qubāʾ
Q2820278	['Place of worship']	Can you tell me more about the abbey in Ardèche, France called Our Lady of the Snows?	en	de	Our Lady of the Snows	Trappistenabtei Notre-Dame-des-Neiges	
Q2820278	['Place of worship']	What is the significance of Our Lady of the Snows?	en	de	Our Lady of the Snows	Trappistenabtei Notre-Dame-des-Neiges	
Q2820278	['Place of worship']	Is Our Lady of the Snows a place of worship?	en	de	Our Lady of the Snows	Trappistenabtei Notre-Dame-des-Neiges	
Q2820602	['Place of worship']	How old is Mont Sainte-Odile Abbey?	en	de	Mont Sainte-Odile Abbey	Kloster Hohenburg	Kanonissenstift Hohenburg (Odilienberg), später Prämonstratenserstift, Frankreich
Q2820602	['Place of worship']	What type of place is Mont Sainte-Odile Abbey?	en	de	Mont Sainte-Odile Abbey	Kloster Hohenburg	Kanonissenstift Hohenburg (Odilienberg), später Prämonstratenserstift, Frankreich
Q2820602	['Place of worship']	What is the significance of Mont Sainte-Odile Abbey?	en	de	Mont Sainte-Odile Abbey	Kloster Hohenburg	Kanonissenstift Hohenburg (Odilienberg), später Prämonstratenserstift, Frankreich
Q2918397	['Movie']	Which famous characters appear in The Bugs Bunny/Road Runner Movie?	en	de	The Bugs Bunny/Road Runner Movie	Bugs Bunnys wilde, verwegene Jagd	Bugs Bunnys wilde verwegene Jagd
Q2918397	['Movie']	When was The Bugs Bunny/Road Runner Movie released?	en	de	The Bugs Bunny/Road Runner Movie	Bugs Bunnys wilde, verwegene Jagd	Bugs Bunnys wilde verwegene Jagd
Q2918397	['Movie']	What type of film is The Bugs Bunny/Road Runner Movie?	en	de	The Bugs Bunny/Road Runner Movie	Bugs Bunnys wilde, verwegene Jagd	Bugs Bunnys wilde verwegene Jagd
Q303756	['Landmark']	Can you provide a brief description of the Saint Sophia Cathedral in Novgorod?	en	de	Saint Sophia Cathedral	Sophienkathedrale	
Q303756	['Landmark']	Where is Saint Sophia Cathedral located in Novgorod?	en	de	Saint Sophia Cathedral	Sophienkathedrale	
Q303756	['Landmark']	What type of landmark is Saint Sophia Cathedral in Novgorod?	en	de	Saint Sophia Cathedral	Sophienkathedrale	
